Date,Year,Month,Week
5/18/2022 0:00,2022,May,21
5/19/2022 0:00,2022,May,21
5/20/2022 0:00,2022,May,21
5/21/2022 0:00,2022,May,21
5/22/2022 0:00,2022,May,22
5/23/2022 0:00,2022,May,22
5/24/2022 0:00,2022,May,22
5/25/2022 0:00,2022,May,22
5/26/2022 0:00,2022,May,22
5/27/2022 0:00,2022,May,22
5/28/2022 0:00,2022,May,22
5/29/2022 0:00,2022,May,23
5/30/2022 0:00,2022,May,23
5/31/2022 0:00,2022,May,23
6/1/2022 0:00,2022,June,23
6/2/2022 0:00,2022,June,23
6/3/2022 0:00,2022,June,23
6/4/2022 0:00,2022,June,23
6/5/2022 0:00,2022,June,24
6/6/2022 0:00,2022,June,24
6/7/2022 0:00,2022,June,24
6/8/2022 0:00,2022,June,24
6/9/2022 0:00,2022,June,24
6/10/2022 0:00,2022,June,24
6/11/2022 0:00,2022,June,24
6/12/2022 0:00,2022,June,25
6/13/2022 0:00,2022,June,25
6/14/2022 0:00,2022,June,25
6/15/2022 0:00,2022,June,25
6/16/2022 0:00,2022,June,25
6/17/2022 0:00,2022,June,25
6/18/2022 0:00,2022,June,25
6/19/2022 0:00,2022,June,26
6/20/2022 0:00,2022,June,26
6/21/2022 0:00,2022,June,26
6/22/2022 0:00,2022,June,26
6/23/2022 0:00,2022,June,26
6/24/2022 0:00,2022,June,26
6/25/2022 0:00,2022,June,26
6/26/2022 0:00,2022,June,27
6/27/2022 0:00,2022,June,27
6/28/2022 0:00,2022,June,27
6/29/2022 0:00,2022,June,27
6/30/2022 0:00,2022,June,27
7/1/2022 0:00,2022,July,27
7/2/2022 0:00,2022,July,27
7/3/2022 0:00,2022,July,28
7/4/2022 0:00,2022,July,28
7/5/2022 0:00,2022,July,28
7/6/2022 0:00,2022,July,28
7/7/2022 0:00,2022,July,28
7/8/2022 0:00,2022,July,28
7/9/2022 0:00,2022,July,28
7/10/2022 0:00,2022,July,29
7/11/2022 0:00,2022,July,29
7/12/2022 0:00,2022,July,29
7/13/2022 0:00,2022,July,29
7/14/2022 0:00,2022,July,29
7/15/2022 0:00,2022,July,29
7/16/2022 0:00,2022,July,29
7/17/2022 0:00,2022,July,30
7/18/2022 0:00,2022,July,30
7/19/2022 0:00,2022,July,30
7/20/2022 0:00,2022,July,30
7/21/2022 0:00,2022,July,30
7/22/2022 0:00,2022,July,30
7/23/2022 0:00,2022,July,30
7/24/2022 0:00,2022,July,31
7/25/2022 0:00,2022,July,31
7/26/2022 0:00,2022,July,31
7/27/2022 0:00,2022,July,31
7/28/2022 0:00,2022,July,31
7/29/2022 0:00,2022,July,31
7/30/2022 0:00,2022,July,31
7/31/2022 0:00,2022,July,32
8/1/2022 0:00,2022,August,32
8/2/2022 0:00,2022,August,32
8/3/2022 0:00,2022,August,32
8/4/2022 0:00,2022,August,32
8/5/2022 0:00,2022,August,32
8/6/2022 0:00,2022,August,32
8/7/2022 0:00,2022,August,33
8/8/2022 0:00,2022,August,33
8/9/2022 0:00,2022,August,33
8/10/2022 0:00,2022,August,33
8/11/2022 0:00,2022,August,33
8/12/2022 0:00,2022,August,33
8/13/2022 0:00,2022,August,33
8/14/2022 0:00,2022,August,34
8/15/2022 0:00,2022,August,34
8/16/2022 0:00,2022,August,34
8/17/2022 0:00,2022,August,34
8/18/2022 0:00,2022,August,34
8/19/2022 0:00,2022,August,34
8/20/2022 0:00,2022,August,34
8/21/2022 0:00,2022,August,35
8/22/2022 0:00,2022,August,35
8/23/2022 0:00,2022,August,35
8/24/2022 0:00,2022,August,35
8/25/2022 0:00,2022,August,35
8/26/2022 0:00,2022,August,35
8/27/2022 0:00,2022,August,35
8/28/2022 0:00,2022,August,36
8/29/2022 0:00,2022,August,36
8/30/2022 0:00,2022,August,36
8/31/2022 0:00,2022,August,36
9/1/2022 0:00,2022,September,36
9/2/2022 0:00,2022,September,36
9/3/2022 0:00,2022,September,36
9/4/2022 0:00,2022,September,37
9/5/2022 0:00,2022,September,37
9/6/2022 0:00,2022,September,37
9/7/2022 0:00,2022,September,37
9/8/2022 0:00,2022,September,37
9/9/2022 0:00,2022,September,37
9/10/2022 0:00,2022,September,37
9/11/2022 0:00,2022,September,38
9/12/2022 0:00,2022,September,38
9/13/2022 0:00,2022,September,38
9/14/2022 0:00,2022,September,38
9/15/2022 0:00,2022,September,38
9/16/2022 0:00,2022,September,38
9/17/2022 0:00,2022,September,38
9/18/2022 0:00,2022,September,39
9/19/2022 0:00,2022,September,39
9/20/2022 0:00,2022,September,39
9/21/2022 0:00,2022,September,39
9/22/2022 0:00,2022,September,39
9/23/2022 0:00,2022,September,39
9/24/2022 0:00,2022,September,39
9/25/2022 0:00,2022,September,40
9/26/2022 0:00,2022,September,40
9/27/2022 0:00,2022,September,40
9/28/2022 0:00,2022,September,40
9/29/2022 0:00,2022,September,40
9/30/2022 0:00,2022,September,40
10/1/2022 0:00,2022,October,40
10/2/2022 0:00,2022,October,41
10/3/2022 0:00,2022,October,41
10/4/2022 0:00,2022,October,41
10/5/2022 0:00,2022,October,41
10/6/2022 0:00,2022,October,41
10/7/2022 0:00,2022,October,41
10/8/2022 0:00,2022,October,41
10/9/2022 0:00,2022,October,42
10/10/2022 0:00,2022,October,42
10/11/2022 0:00,2022,October,42
10/12/2022 0:00,2022,October,42
10/13/2022 0:00,2022,October,42
10/14/2022 0:00,2022,October,42
10/15/2022 0:00,2022,October,42
10/16/2022 0:00,2022,October,43
10/17/2022 0:00,2022,October,43
10/18/2022 0:00,2022,October,43
10/19/2022 0:00,2022,October,43
10/20/2022 0:00,2022,October,43
10/21/2022 0:00,2022,October,43
10/22/2022 0:00,2022,October,43
10/23/2022 0:00,2022,October,44
10/24/2022 0:00,2022,October,44
10/25/2022 0:00,2022,October,44
10/26/2022 0:00,2022,October,44
10/27/2022 0:00,2022,October,44
10/28/2022 0:00,2022,October,44
10/29/2022 0:00,2022,October,44
10/30/2022 0:00,2022,October,45
10/31/2022 0:00,2022,October,45
11/1/2022 0:00,2022,November,45
11/2/2022 0:00,2022,November,45
11/3/2022 0:00,2022,November,45
11/4/2022 0:00,2022,November,45
11/5/2022 0:00,2022,November,45
11/6/2022 0:00,2022,November,46
11/7/2022 0:00,2022,November,46
11/8/2022 0:00,2022,November,46
11/9/2022 0:00,2022,November,46
11/10/2022 0:00,2022,November,46
11/11/2022 0:00,2022,November,46
11/12/2022 0:00,2022,November,46
11/13/2022 0:00,2022,November,47
11/14/2022 0:00,2022,November,47
11/15/2022 0:00,2022,November,47
11/16/2022 0:00,2022,November,47
11/17/2022 0:00,2022,November,47
11/18/2022 0:00,2022,November,47
11/19/2022 0:00,2022,November,47
11/20/2022 0:00,2022,November,48
11/21/2022 0:00,2022,November,48
11/22/2022 0:00,2022,November,48
11/23/2022 0:00,2022,November,48
11/24/2022 0:00,2022,November,48
11/25/2022 0:00,2022,November,48
11/26/2022 0:00,2022,November,48
11/27/2022 0:00,2022,November,49
11/28/2022 0:00,2022,November,49
11/29/2022 0:00,2022,November,49
11/30/2022 0:00,2022,November,49
12/1/2022 0:00,2022,December,49
12/2/2022 0:00,2022,December,49
12/3/2022 0:00,2022,December,49
12/4/2022 0:00,2022,December,50
12/5/2022 0:00,2022,December,50
12/6/2022 0:00,2022,December,50
12/7/2022 0:00,2022,December,50
12/8/2022 0:00,2022,December,50
12/9/2022 0:00,2022,December,50
12/10/2022 0:00,2022,December,50
12/11/2022 0:00,2022,December,51
12/12/2022 0:00,2022,December,51
12/13/2022 0:00,2022,December,51
12/14/2022 0:00,2022,December,51
12/15/2022 0:00,2022,December,51
12/16/2022 0:00,2022,December,51
12/17/2022 0:00,2022,December,51
12/18/2022 0:00,2022,December,52
12/19/2022 0:00,2022,December,52
12/20/2022 0:00,2022,December,52
12/21/2022 0:00,2022,December,52
12/22/2022 0:00,2022,December,52
12/23/2022 0:00,2022,December,52
12/24/2022 0:00,2022,December,52
12/25/2022 0:00,2022,December,53
12/26/2022 0:00,2022,December,53
12/27/2022 0:00,2022,December,53
12/28/2022 0:00,2022,December,53
12/29/2022 0:00,2022,December,53
12/30/2022 0:00,2022,December,53
12/31/2022 0:00,2022,December,53
1/1/2023 0:00,2023,January,1
1/2/2023 0:00,2023,January,1
1/3/2023 0:00,2023,January,1
1/4/2023 0:00,2023,January,1
1/5/2023 0:00,2023,January,1
1/6/2023 0:00,2023,January,1
1/7/2023 0:00,2023,January,1
1/8/2023 0:00,2023,January,2
1/9/2023 0:00,2023,January,2
1/10/2023 0:00,2023,January,2
1/11/2023 0:00,2023,January,2
1/12/2023 0:00,2023,January,2
1/13/2023 0:00,2023,January,2
1/14/2023 0:00,2023,January,2
1/15/2023 0:00,2023,January,3
1/16/2023 0:00,2023,January,3
1/17/2023 0:00,2023,January,3
1/18/2023 0:00,2023,January,3
1/19/2023 0:00,2023,January,3
1/20/2023 0:00,2023,January,3
1/21/2023 0:00,2023,January,3
1/22/2023 0:00,2023,January,4
1/23/2023 0:00,2023,January,4
1/24/2023 0:00,2023,January,4
1/25/2023 0:00,2023,January,4
1/26/2023 0:00,2023,January,4
1/27/2023 0:00,2023,January,4
1/28/2023 0:00,2023,January,4
1/29/2023 0:00,2023,January,5
1/30/2023 0:00,2023,January,5
1/31/2023 0:00,2023,January,5
2/1/2023 0:00,2023,February,5
2/2/2023 0:00,2023,February,5
2/3/2023 0:00,2023,February,5
2/4/2023 0:00,2023,February,5
2/5/2023 0:00,2023,February,6
2/6/2023 0:00,2023,February,6
2/7/2023 0:00,2023,February,6
2/8/2023 0:00,2023,February,6
2/9/2023 0:00,2023,February,6
2/10/2023 0:00,2023,February,6
2/11/2023 0:00,2023,February,6
2/12/2023 0:00,2023,February,7
2/13/2023 0:00,2023,February,7
2/14/2023 0:00,2023,February,7
2/15/2023 0:00,2023,February,7
2/16/2023 0:00,2023,February,7
2/17/2023 0:00,2023,February,7
2/18/2023 0:00,2023,February,7
2/19/2023 0:00,2023,February,8
2/20/2023 0:00,2023,February,8
2/21/2023 0:00,2023,February,8
2/22/2023 0:00,2023,February,8
2/23/2023 0:00,2023,February,8
2/24/2023 0:00,2023,February,8
2/25/2023 0:00,2023,February,8
2/26/2023 0:00,2023,February,9
2/27/2023 0:00,2023,February,9
2/28/2023 0:00,2023,February,9
3/1/2023 0:00,2023,March,9
3/2/2023 0:00,2023,March,9
3/3/2023 0:00,2023,March,9
3/4/2023 0:00,2023,March,9
3/5/2023 0:00,2023,March,10
3/6/2023 0:00,2023,March,10
3/7/2023 0:00,2023,March,10
3/8/2023 0:00,2023,March,10
3/9/2023 0:00,2023,March,10
3/10/2023 0:00,2023,March,10
3/11/2023 0:00,2023,March,10
3/12/2023 0:00,2023,March,11
3/13/2023 0:00,2023,March,11
3/14/2023 0:00,2023,March,11
3/15/2023 0:00,2023,March,11
3/16/2023 0:00,2023,March,11
3/17/2023 0:00,2023,March,11
3/18/2023 0:00,2023,March,11
3/19/2023 0:00,2023,March,12
3/20/2023 0:00,2023,March,12
3/21/2023 0:00,2023,March,12
3/22/2023 0:00,2023,March,12
3/23/2023 0:00,2023,March,12
3/24/2023 0:00,2023,March,12
3/25/2023 0:00,2023,March,12
3/26/2023 0:00,2023,March,13
3/27/2023 0:00,2023,March,13
3/28/2023 0:00,2023,March,13
3/29/2023 0:00,2023,March,13
3/30/2023 0:00,2023,March,13
3/31/2023 0:00,2023,March,13
4/1/2023 0:00,2023,April,13
4/2/2023 0:00,2023,April,14
4/3/2023 0:00,2023,April,14
4/4/2023 0:00,2023,April,14
4/5/2023 0:00,2023,April,14
4/6/2023 0:00,2023,April,14
4/7/2023 0:00,2023,April,14
4/8/2023 0:00,2023,April,14
4/9/2023 0:00,2023,April,15
4/10/2023 0:00,2023,April,15
4/11/2023 0:00,2023,April,15
4/12/2023 0:00,2023,April,15
4/13/2023 0:00,2023,April,15
4/14/2023 0:00,2023,April,15
4/15/2023 0:00,2023,April,15
4/16/2023 0:00,2023,April,16
4/17/2023 0:00,2023,April,16
4/18/2023 0:00,2023,April,16
4/19/2023 0:00,2023,April,16
4/20/2023 0:00,2023,April,16
4/21/2023 0:00,2023,April,16
4/22/2023 0:00,2023,April,16
4/23/2023 0:00,2023,April,17
4/24/2023 0:00,2023,April,17
4/25/2023 0:00,2023,April,17
4/26/2023 0:00,2023,April,17
4/27/2023 0:00,2023,April,17
4/28/2023 0:00,2023,April,17
4/29/2023 0:00,2023,April,17
4/30/2023 0:00,2023,April,18
5/1/2023 0:00,2023,May,18
5/2/2023 0:00,2023,May,18
5/3/2023 0:00,2023,May,18
5/4/2023 0:00,2023,May,18
5/5/2023 0:00,2023,May,18
5/6/2023 0:00,2023,May,18
5/7/2023 0:00,2023,May,19
5/8/2023 0:00,2023,May,19
5/9/2023 0:00,2023,May,19
5/10/2023 0:00,2023,May,19
5/11/2023 0:00,2023,May,19
5/12/2023 0:00,2023,May,19
5/13/2023 0:00,2023,May,19
5/14/2023 0:00,2023,May,20
5/15/2023 0:00,2023,May,20
5/16/2023 0:00,2023,May,20
5/17/2023 0:00,2023,May,20
5/18/2023 0:00,2023,May,20
5/19/2023 0:00,2023,May,20
5/20/2023 0:00,2023,May,20
5/21/2023 0:00,2023,May,21
5/22/2023 0:00,2023,May,21
5/23/2023 0:00,2023,May,21
5/24/2023 0:00,2023,May,21
5/25/2023 0:00,2023,May,21
5/26/2023 0:00,2023,May,21
5/27/2023 0:00,2023,May,21
5/28/2023 0:00,2023,May,22
5/29/2023 0:00,2023,May,22
5/30/2023 0:00,2023,May,22
5/31/2023 0:00,2023,May,22
6/1/2023 0:00,2023,June,22
6/2/2023 0:00,2023,June,22
6/3/2023 0:00,2023,June,22
6/4/2023 0:00,2023,June,23
6/5/2023 0:00,2023,June,23
6/6/2023 0:00,2023,June,23
6/7/2023 0:00,2023,June,23
6/8/2023 0:00,2023,June,23
6/9/2023 0:00,2023,June,23
6/10/2023 0:00,2023,June,23
6/11/2023 0:00,2023,June,24
6/12/2023 0:00,2023,June,24
6/13/2023 0:00,2023,June,24
6/14/2023 0:00,2023,June,24
6/15/2023 0:00,2023,June,24
6/16/2023 0:00,2023,June,24
6/17/2023 0:00,2023,June,24
6/18/2023 0:00,2023,June,25
6/19/2023 0:00,2023,June,25
6/20/2023 0:00,2023,June,25
6/21/2023 0:00,2023,June,25
6/22/2023 0:00,2023,June,25
6/23/2023 0:00,2023,June,25
6/24/2023 0:00,2023,June,25
6/25/2023 0:00,2023,June,26
6/26/2023 0:00,2023,June,26
6/27/2023 0:00,2023,June,26
6/28/2023 0:00,2023,June,26
6/29/2023 0:00,2023,June,26
6/30/2023 0:00,2023,June,26
7/1/2023 0:00,2023,July,26
7/2/2023 0:00,2023,July,27
7/3/2023 0:00,2023,July,27
7/4/2023 0:00,2023,July,27
7/5/2023 0:00,2023,July,27
7/6/2023 0:00,2023,July,27
7/7/2023 0:00,2023,July,27
7/8/2023 0:00,2023,July,27
7/9/2023 0:00,2023,July,28
7/10/2023 0:00,2023,July,28
7/11/2023 0:00,2023,July,28
7/12/2023 0:00,2023,July,28
7/13/2023 0:00,2023,July,28
7/14/2023 0:00,2023,July,28
7/15/2023 0:00,2023,July,28
7/16/2023 0:00,2023,July,29
7/17/2023 0:00,2023,July,29
7/18/2023 0:00,2023,July,29
7/19/2023 0:00,2023,July,29
7/20/2023 0:00,2023,July,29
7/21/2023 0:00,2023,July,29
7/22/2023 0:00,2023,July,29
7/23/2023 0:00,2023,July,30
7/24/2023 0:00,2023,July,30
7/25/2023 0:00,2023,July,30
7/26/2023 0:00,2023,July,30
7/27/2023 0:00,2023,July,30
7/28/2023 0:00,2023,July,30
7/29/2023 0:00,2023,July,30
7/30/2023 0:00,2023,July,31
7/31/2023 0:00,2023,July,31
8/1/2023 0:00,2023,August,31
8/2/2023 0:00,2023,August,31
8/3/2023 0:00,2023,August,31
8/4/2023 0:00,2023,August,31
8/5/2023 0:00,2023,August,31
8/6/2023 0:00,2023,August,32
8/7/2023 0:00,2023,August,32
8/8/2023 0:00,2023,August,32
8/9/2023 0:00,2023,August,32
8/10/2023 0:00,2023,August,32
8/11/2023 0:00,2023,August,32
8/12/2023 0:00,2023,August,32
8/13/2023 0:00,2023,August,33
8/14/2023 0:00,2023,August,33
8/15/2023 0:00,2023,August,33
8/16/2023 0:00,2023,August,33
8/17/2023 0:00,2023,August,33
8/18/2023 0:00,2023,August,33
8/19/2023 0:00,2023,August,33
8/20/2023 0:00,2023,August,34
8/21/2023 0:00,2023,August,34
8/22/2023 0:00,2023,August,34
8/23/2023 0:00,2023,August,34
8/24/2023 0:00,2023,August,34
8/25/2023 0:00,2023,August,34
8/26/2023 0:00,2023,August,34
8/27/2023 0:00,2023,August,35
8/28/2023 0:00,2023,August,35
8/29/2023 0:00,2023,August,35
8/30/2023 0:00,2023,August,35
8/31/2023 0:00,2023,August,35
9/1/2023 0:00,2023,September,35
9/2/2023 0:00,2023,September,35
9/3/2023 0:00,2023,September,36
9/4/2023 0:00,2023,September,36
9/5/2023 0:00,2023,September,36
9/6/2023 0:00,2023,September,36
9/7/2023 0:00,2023,September,36
9/8/2023 0:00,2023,September,36
9/9/2023 0:00,2023,September,36
9/10/2023 0:00,2023,September,37
9/11/2023 0:00,2023,September,37
9/12/2023 0:00,2023,September,37
9/13/2023 0:00,2023,September,37
9/14/2023 0:00,2023,September,37
9/15/2023 0:00,2023,September,37
9/16/2023 0:00,2023,September,37
9/17/2023 0:00,2023,September,38
9/18/2023 0:00,2023,September,38
9/19/2023 0:00,2023,September,38
9/20/2023 0:00,2023,September,38
9/21/2023 0:00,2023,September,38
9/22/2023 0:00,2023,September,38
9/23/2023 0:00,2023,September,38
9/24/2023 0:00,2023,September,39
9/25/2023 0:00,2023,September,39
9/26/2023 0:00,2023,September,39
9/27/2023 0:00,2023,September,39
9/28/2023 0:00,2023,September,39
9/29/2023 0:00,2023,September,39
9/30/2023 0:00,2023,September,39
10/1/2023 0:00,2023,October,40
10/2/2023 0:00,2023,October,40
10/3/2023 0:00,2023,October,40
10/4/2023 0:00,2023,October,40
10/5/2023 0:00,2023,October,40
10/6/2023 0:00,2023,October,40
10/7/2023 0:00,2023,October,40
10/8/2023 0:00,2023,October,41
10/9/2023 0:00,2023,October,41
10/10/2023 0:00,2023,October,41
10/11/2023 0:00,2023,October,41
10/12/2023 0:00,2023,October,41
10/13/2023 0:00,2023,October,41
10/14/2023 0:00,2023,October,41
10/15/2023 0:00,2023,October,42
10/16/2023 0:00,2023,October,42
10/17/2023 0:00,2023,October,42
10/18/2023 0:00,2023,October,42
10/19/2023 0:00,2023,October,42
10/20/2023 0:00,2023,October,42
10/21/2023 0:00,2023,October,42
10/22/2023 0:00,2023,October,43
10/23/2023 0:00,2023,October,43
10/24/2023 0:00,2023,October,43
10/25/2023 0:00,2023,October,43
10/26/2023 0:00,2023,October,43
10/27/2023 0:00,2023,October,43
10/28/2023 0:00,2023,October,43
10/29/2023 0:00,2023,October,44
10/30/2023 0:00,2023,October,44
10/31/2023 0:00,2023,October,44
11/1/2023 0:00,2023,November,44
11/2/2023 0:00,2023,November,44
11/3/2023 0:00,2023,November,44
11/4/2023 0:00,2023,November,44
11/5/2023 0:00,2023,November,45
11/6/2023 0:00,2023,November,45
11/7/2023 0:00,2023,November,45
11/8/2023 0:00,2023,November,45
11/9/2023 0:00,2023,November,45
11/10/2023 0:00,2023,November,45
11/11/2023 0:00,2023,November,45
11/12/2023 0:00,2023,November,46
11/13/2023 0:00,2023,November,46
11/14/2023 0:00,2023,November,46
11/15/2023 0:00,2023,November,46
11/16/2023 0:00,2023,November,46
11/17/2023 0:00,2023,November,46
11/18/2023 0:00,2023,November,46
11/19/2023 0:00,2023,November,47
11/20/2023 0:00,2023,November,47
11/21/2023 0:00,2023,November,47
11/22/2023 0:00,2023,November,47
11/23/2023 0:00,2023,November,47
11/24/2023 0:00,2023,November,47
11/25/2023 0:00,2023,November,47
11/26/2023 0:00,2023,November,48
11/27/2023 0:00,2023,November,48
11/28/2023 0:00,2023,November,48
11/29/2023 0:00,2023,November,48
11/30/2023 0:00,2023,November,48
12/1/2023 0:00,2023,December,48
12/2/2023 0:00,2023,December,48
12/3/2023 0:00,2023,December,49
12/4/2023 0:00,2023,December,49
12/5/2023 0:00,2023,December,49
12/6/2023 0:00,2023,December,49
12/7/2023 0:00,2023,December,49
12/8/2023 0:00,2023,December,49
12/9/2023 0:00,2023,December,49
12/10/2023 0:00,2023,December,50
12/11/2023 0:00,2023,December,50
12/12/2023 0:00,2023,December,50
12/13/2023 0:00,2023,December,50
12/14/2023 0:00,2023,December,50
12/15/2023 0:00,2023,December,50
12/16/2023 0:00,2023,December,50
12/17/2023 0:00,2023,December,51
12/18/2023 0:00,2023,December,51
12/19/2023 0:00,2023,December,51
12/20/2023 0:00,2023,December,51
12/21/2023 0:00,2023,December,51
12/22/2023 0:00,2023,December,51
12/23/2023 0:00,2023,December,51
12/24/2023 0:00,2023,December,52
12/25/2023 0:00,2023,December,52
12/26/2023 0:00,2023,December,52
12/27/2023 0:00,2023,December,52
12/28/2023 0:00,2023,December,52
12/29/2023 0:00,2023,December,52
12/30/2023 0:00,2023,December,52
12/31/2023 0:00,2023,December,53
